Site,Sample_Type,Rep,Dilution,Substrate,Time,Absorbance
Soil_1,Soil,3,0.1,Glycogen,48,0.85
Soil_1,Soil,3,0.1,Glycogen,144,0.977
Soil_1,Soil,3,0.1,D-Glucosaminic Acid,24,0.462
Soil_1,Soil,3,0.1,D-Glucosaminic Acid,48,0.776
Soil_1,Soil,3,0.1,D-Glucosaminic Acid,144,1.333
Soil_1,Soil,3,0.1,Itaconic Acid,24,0.546
Soil_1,Soil,3,0.1,Itaconic Acid,48,1.043
Soil_1,Soil,3,0.1,Itaconic Acid,144,1.58
Soil_1,Soil,3,0.1,Glycyl-L-Glutamic Acid,24,0.559
Soil_1,Soil,3,0.1,Glycyl-L-Glutamic Acid,48,0.735
Soil_1,Soil,3,0.1,Glycyl-L-Glutamic Acid,144,1.069
Soil_1,Soil,3,0.1,D-Cellobiose,24,0.472
Soil_1,Soil,3,0.1,D-Cellobiose,48,1.123
Soil_1,Soil,3,0.1,D-Cellobiose,144,1.493
Soil_1,Soil,3,0.1,Glucose-1-Phosphate,24,0.761
Soil_1,Soil,3,0.1,Glucose-1-Phosphate,48,0.912
Soil_1,Soil,3,0.1,Glucose-1-Phosphate,144,1.002
Soil_1,Soil,3,0.1,α-Ketobutyric Acid,24,0.6
Soil_1,Soil,3,0.1,α-Ketobutyric Acid,48,0.655
Soil_1,Soil,3,0.1,α-Ketobutyric Acid,144,0.866
Soil_1,Soil,3,0.1,Phenylethylamine,24,0
Soil_1,Soil,3,0.1,Phenylethylamine,48,0.249
Soil_1,Soil,3,0.1,Phenylethylamine,144,1.546
Soil_1,Soil,3,0.1,α-D-Lactose,24,0.33
Soil_1,Soil,3,0.1,α-D-Lactose,48,0.68
Soil_1,Soil,3,0.1,α-D-Lactose,144,0.806
Soil_1,Soil,3,0.1,D.L -α-Glycerol Phosphate,24,0.334
Soil_1,Soil,3,0.1,D.L -α-Glycerol Phosphate,48,0.354
Soil_1,Soil,3,0.1,D.L -α-Glycerol Phosphate,144,0.368
Soil_1,Soil,3,0.1,D-Mallic Acid,24,0.339
Soil_1,Soil,3,0.1,D-Mallic Acid,48,0.708
Soil_1,Soil,3,0.1,D-Mallic Acid,144,0.781
Soil_1,Soil,3,0.1,Putrescine,24,0.636
Soil_1,Soil,3,0.1,Putrescine,48,0.758
Soil_1,Soil,3,0.1,Putrescine,144,0.824
Soil_2,Soil,1,0.001,Water,24,0
Soil_2,Soil,1,0.001,Water,48,0
Soil_2,Soil,1,0.001,Water,144,0
Soil_2,Soil,1,0.001,β-Methyl-D- Glucoside,24,1.807
Soil_2,Soil,1,0.001,β-Methyl-D- Glucoside,48,2.06
Soil_2,Soil,1,0.001,β-Methyl-D- Glucoside,144,2.235
Soil_2,Soil,1,0.001,D-Galactonic Acid γ-Lactone,24,1.517
Soil_2,Soil,1,0.001,D-Galactonic Acid γ-Lactone,48,1.327
Soil_2,Soil,1,0.001,D-Galactonic Acid γ-Lactone,144,2.097
Soil_2,Soil,1,0.001,L-Arginine,24,2.419
Soil_2,Soil,1,0.001,L-Arginine,48,2.263
Soil_2,Soil,1,0.001,L-Arginine,144,1.565
Soil_2,Soil,1,0.001,Pyruvic Acid Methyl Ester,24,1.463
Soil_2,Soil,1,0.001,Pyruvic Acid Methyl Ester,48,1.6
Soil_2,Soil,1,0.001,Pyruvic Acid Methyl Ester,144,2.63
Soil_2,Soil,1,0.001,D-Xylose,24,1.597
Soil_2,Soil,1,0.001,D-Xylose,48,2.28
Soil_2,Soil,1,0.001,D-Xylose,144,2.332
Soil_2,Soil,1,0.001,D-Galacturonic Acid,24,1.649
Soil_2,Soil,1,0.001,D-Galacturonic Acid,48,2.116
Soil_2,Soil,1,0.001,D-Galacturonic Acid,144,2.664
Soil_2,Soil,1,0.001,L-Asparganine,24,0.472
Soil_2,Soil,1,0.001,L-Asparganine,48,0.274
Soil_2,Soil,1,0.001,L-Asparganine,144,2.497
Soil_2,Soil,1,0.001,Tween 40,24,1.006
Soil_2,Soil,1,0.001,Tween 40,48,1.513
Soil_2,Soil,1,0.001,Tween 40,144,2.377
Soil_2,Soil,1,0.001,i-Erythitol,24,0.079
Soil_2,Soil,1,0.001,i-Erythitol,48,0.023
Soil_2,Soil,1,0.001,i-Erythitol,144,2.786
Soil_2,Soil,1,0.001,2-Hydroxy Benzoic Acid,24,0.634
Soil_2,Soil,1,0.001,2-Hydroxy Benzoic Acid,48,1.111
Soil_2,Soil,1,0.001,2-Hydroxy Benzoic Acid,144,2.244
Soil_2,Soil,1,0.001,L-Phenylalanine,24,0.331
Soil_2,Soil,1,0.001,L-Phenylalanine,48,0.258
Soil_2,Soil,1,0.001,L-Phenylalanine,144,2.48
Soil_2,Soil,1,0.001,Tween 80,24,1.194
Soil_2,Soil,1,0.001,Tween 80,48,1.208
Soil_2,Soil,1,0.001,Tween 80,144,2.29
Soil_2,Soil,1,0.001,D-Mannitol,24,0.955
Soil_2,Soil,1,0.001,D-Mannitol,48,2.199
Soil_2,Soil,1,0.001,D-Mannitol,144,2.492
Soil_2,Soil,1,0.001,4-Hydroxy Benzoic Acid,24,0.763
Soil_2,Soil,1,0.001,4-Hydroxy Benzoic Acid,48,1.331
Soil_2,Soil,1,0.001,4-Hydroxy Benzoic Acid,144,2.294
Soil_2,Soil,1,0.001,L-Serine,24,1.759
Soil_2,Soil,1,0.001,L-Serine,48,1.943
Soil_2,Soil,1,0.001,L-Serine,144,2.082
Soil_2,Soil,1,0.001,α-Cyclodextrin,24,0.164
Soil_2,Soil,1,0.001,α-Cyclodextrin,48,0
Soil_2,Soil,1,0.001,α-Cyclodextrin,144,2.306
Soil_2,Soil,1,0.001,N-Acetyl-D-Glucosamine,24,0.512
Soil_2,Soil,1,0.001,N-Acetyl-D-Glucosamine,48,0.637
Soil_2,Soil,1,0.001,N-Acetyl-D-Glucosamine,144,2.465
Soil_2,Soil,1,0.001,γ-Hydroxybutyric Acid,24,0.899
Soil_2,Soil,1,0.001,γ-Hydroxybutyric Acid,48,0.447
Soil_2,Soil,1,0.001,γ-Hydroxybutyric Acid,144,0.797
Soil_2,Soil,1,0.001,L-Threonine,24,0.223
Soil_2,Soil,1,0.001,L-Threonine,48,0
Soil_2,Soil,1,0.001,L-Threonine,144,2.257
Soil_2,Soil,1,0.001,Glycogen,24,0.176
Soil_2,Soil,1,0.001,Glycogen,48,0.021
Soil_2,Soil,1,0.001,Glycogen,144,2.532
Soil_2,Soil,1,0.001,D-Glucosaminic Acid,24,0.149
Soil_2,Soil,1,0.001,D-Glucosaminic Acid,48,0.484
Soil_2,Soil,1,0.001,D-Glucosaminic Acid,144,1.563
Soil_2,Soil,1,0.001,Itaconic Acid,24,0.257
Soil_2,Soil,1,0.001,Itaconic Acid,48,0.334
Soil_2,Soil,1,0.001,Itaconic Acid,144,2.557
Soil_2,Soil,1,0.001,Glycyl-L-Glutamic Acid,24,0.296
Soil_2,Soil,1,0.001,Glycyl-L-Glutamic Acid,48,0.034
Soil_2,Soil,1,0.001,Glycyl-L-Glutamic Acid,144,1.808
Soil_2,Soil,1,0.001,D-Cellobiose,24,0.037
Soil_2,Soil,1,0.001,D-Cellobiose,48,0.141
Soil_2,Soil,1,0.001,D-Cellobiose,144,2.666
Soil_2,Soil,1,0.001,Glucose-1-Phosphate,24,0
Soil_2,Soil,1,0.001,Glucose-1-Phosphate,48,0.51
Soil_2,Soil,1,0.001,Glucose-1-Phosphate,144,1.091
Soil_2,Soil,1,0.001,α-Ketobutyric Acid,24,0.1
Soil_2,Soil,1,0.001,α-Ketobutyric Acid,48,0
Soil_2,Soil,1,0.001,α-Ketobutyric Acid,144,2.399
Soil_2,Soil,1,0.001,Phenylethylamine,24,0.435
Soil_2,Soil,1,0.001,Phenylethylamine,48,1.136
Soil_2,Soil,1,0.001,Phenylethylamine,144,2.038
Soil_2,Soil,1,0.001,α-D-Lactose,24,0.176
Soil_2,Soil,1,0.001,α-D-Lactose,48,0.037
Soil_2,Soil,1,0.001,α-D-Lactose,144,2.145
Soil_2,Soil,1,0.001,D.L -α-Glycerol Phosphate,24,0.089
Soil_2,Soil,1,0.001,D.L -α-Glycerol Phosphate,48,0.083
Soil_2,Soil,1,0.001,D.L -α-Glycerol Phosphate,144,0.16
Soil_2,Soil,1,0.001,D-Mallic Acid,24,1.559
Soil_2,Soil,1,0.001,D-Mallic Acid,48,2.089
Soil_2,Soil,1,0.001,D-Mallic Acid,144,2.132
Soil_2,Soil,1,0.001,Putrescine,24,1.388
Soil_2,Soil,1,0.001,Putrescine,48,0.911
Soil_2,Soil,1,0.001,Putrescine,144,0.713
Soil_2,Soil,1,0.01,Water,24,0
Soil_2,Soil,1,0.01,Water,48,0
Soil_2,Soil,1,0.01,Water,144,0
Soil_2,Soil,1,0.01,β-Methyl-D- Glucoside,24,0.889
Soil_2,Soil,1,0.01,β-Methyl-D- Glucoside,48,1.265
Soil_2,Soil,1,0.01,β-Methyl-D- Glucoside,144,1.06
Soil_2,Soil,1,0.01,D-Galactonic Acid γ-Lactone,24,0.748
Soil_2,Soil,1,0.01,D-Galactonic Acid γ-Lactone,48,1.312
Soil_2,Soil,1,0.01,D-Galactonic Acid γ-Lactone,144,1.334
Soil_2,Soil,1,0.01,L-Arginine,24,1.137
Soil_2,Soil,1,0.01,L-Arginine,48,1.823
Soil_2,Soil,1,0.01,L-Arginine,144,1.795
Soil_2,Soil,1,0.01,Pyruvic Acid Methyl Ester,24,0.802
Soil_2,Soil,1,0.01,Pyruvic Acid Methyl Ester,48,1.341
Soil_2,Soil,1,0.01,Pyruvic Acid Methyl Ester,144,2.171
Soil_2,Soil,1,0.01,D-Xylose,24,0.712
Soil_2,Soil,1,0.01,D-Xylose,48,1.893
Soil_2,Soil,1,0.01,D-Xylose,144,2.084
Soil_2,Soil,1,0.01,D-Galacturonic Acid,24,0
Soil_2,Soil,1,0.01,D-Galacturonic Acid,48,0
Soil_2,Soil,1,0.01,D-Galacturonic Acid,144,0
Soil_2,Soil,1,0.01,L-Asparganine,24,1.245
Soil_2,Soil,1,0.01,L-Asparganine,48,2.021
Soil_2,Soil,1,0.01,L-Asparganine,144,2.135
Soil_2,Soil,1,0.01,Tween 40,24,0.594
Soil_2,Soil,1,0.01,Tween 40,48,1.162
Soil_2,Soil,1,0.01,Tween 40,144,2.01
Soil_2,Soil,1,0.01,i-Erythitol,24,0
Soil_2,Soil,1,0.01,i-Erythitol,48,0.188
Soil_2,Soil,1,0.01,i-Erythitol,144,1.257
Soil_2,Soil,1,0.01,2-Hydroxy Benzoic Acid,24,0.446
Soil_2,Soil,1,0.01,2-Hydroxy Benzoic Acid,48,0.847
Soil_2,Soil,1,0.01,2-Hydroxy Benzoic Acid,144,0.646
Soil_2,Soil,1,0.01,L-Phenylalanine,24,0.254
Soil_2,Soil,1,0.01,L-Phenylalanine,48,0.446
Soil_2,Soil,1,0.01,L-Phenylalanine,144,2.356
Soil_2,Soil,1,0.01,Tween 80,24,0.674
Soil_2,Soil,1,0.01,Tween 80,48,1.169
Soil_2,Soil,1,0.01,Tween 80,144,2.157
Soil_2,Soil,1,0.01,D-Mannitol,24,0
Soil_2,Soil,1,0.01,D-Mannitol,48,0
Soil_2,Soil,1,0.01,D-Mannitol,144,0
Soil_2,Soil,1,0.01,4-Hydroxy Benzoic Acid,24,0.782
Soil_2,Soil,1,0.01,4-Hydroxy Benzoic Acid,48,1.174
Soil_2,Soil,1,0.01,4-Hydroxy Benzoic Acid,144,1.935
Soil_2,Soil,1,0.01,L-Serine,24,1.907
Soil_2,Soil,1,0.01,L-Serine,48,2.013
Soil_2,Soil,1,0.01,L-Serine,144,1.99
Soil_2,Soil,1,0.01,α-Cyclodextrin,24,0.121
Soil_2,Soil,1,0.01,α-Cyclodextrin,48,0.581
Soil_2,Soil,1,0.01,α-Cyclodextrin,144,1.75
Soil_2,Soil,1,0.01,N-Acetyl-D-Glucosamine,24,0.822
Soil_2,Soil,1,0.01,N-Acetyl-D-Glucosamine,48,1.632
Soil_2,Soil,1,0.01,N-Acetyl-D-Glucosamine,144,2.174
Soil_2,Soil,1,0.01,γ-Hydroxybutyric Acid,24,0
Soil_2,Soil,1,0.01,γ-Hydroxybutyric Acid,48,0
Soil_2,Soil,1,0.01,γ-Hydroxybutyric Acid,144,0
Soil_2,Soil,1,0.01,L-Threonine,24,0.183
Soil_2,Soil,1,0.01,L-Threonine,48,0.481
Soil_2,Soil,1,0.01,L-Threonine,144,1.936
Soil_2,Soil,1,0.01,Glycogen,24,0.758
Soil_2,Soil,1,0.01,Glycogen,48,1.764
Soil_2,Soil,1,0.01,Glycogen,144,2.139
Soil_2,Soil,1,0.01,D-Glucosaminic Acid,24,0.016
Soil_2,Soil,1,0.01,D-Glucosaminic Acid,48,0.577
Soil_2,Soil,1,0.01,D-Glucosaminic Acid,144,1.907
Soil_2,Soil,1,0.01,Itaconic Acid,24,0.168
Soil_2,Soil,1,0.01,Itaconic Acid,48,1.145
Soil_2,Soil,1,0.01,Itaconic Acid,144,1.951
Soil_2,Soil,1,0.01,Glycyl-L-Glutamic Acid,24,0.098
Soil_2,Soil,1,0.01,Glycyl-L-Glutamic Acid,48,0.354
Soil_2,Soil,1,0.01,Glycyl-L-Glutamic Acid,144,1.476
Soil_2,Soil,1,0.01,D-Cellobiose,24,0.778
Soil_2,Soil,1,0.01,D-Cellobiose,48,1.441
Soil_2,Soil,1,0.01,D-Cellobiose,144,2.024
Soil_2,Soil,1,0.01,Glucose-1-Phosphate,24,0.066
Soil_2,Soil,1,0.01,Glucose-1-Phosphate,48,0.488
Soil_2,Soil,1,0.01,Glucose-1-Phosphate,144,1.362
Soil_2,Soil,1,0.01,α-Ketobutyric Acid,24,0.098
Soil_2,Soil,1,0.01,α-Ketobutyric Acid,48,0.512
Soil_2,Soil,1,0.01,α-Ketobutyric Acid,144,1.708
Soil_2,Soil,1,0.01,Phenylethylamine,24,0.77
Soil_2,Soil,1,0.01,Phenylethylamine,48,1.145
Soil_2,Soil,1,0.01,Phenylethylamine,144,1.699
Soil_2,Soil,1,0.01,α-D-Lactose,24,0
Soil_2,Soil,1,0.01,α-D-Lactose,48,0.131
Soil_2,Soil,1,0.01,α-D-Lactose,144,1.534
Soil_2,Soil,1,0.01,D.L -α-Glycerol Phosphate,24,0.141
Soil_2,Soil,1,0.01,D.L -α-Glycerol Phosphate,48,0.233
Soil_2,Soil,1,0.01,D.L -α-Glycerol Phosphate,144,0.212
Soil_2,Soil,1,0.01,D-Mallic Acid,24,0.912
Soil_2,Soil,1,0.01,D-Mallic Acid,48,1.448
Soil_2,Soil,1,0.01,D-Mallic Acid,144,1.293
Soil_2,Soil,1,0.01,Putrescine,24,0.541
Soil_2,Soil,1,0.01,Putrescine,48,0.793
Soil_2,Soil,1,0.01,Putrescine,144,0.887
Soil_2,Soil,1,0.1,Water,24,0
Soil_2,Soil,1,0.1,Water,48,0
Soil_2,Soil,1,0.1,Water,144,0
Soil_2,Soil,1,0.1,β-Methyl-D- Glucoside,24,0
Soil_2,Soil,1,0.1,β-Methyl-D- Glucoside,48,0.014
Soil_2,Soil,1,0.1,β-Methyl-D- Glucoside,144,0.097
Soil_2,Soil,1,0.1,D-Galactonic Acid γ-Lactone,24,0.008
Soil_2,Soil,1,0.1,D-Galactonic Acid γ-Lactone,48,0.081
Soil_2,Soil,1,0.1,D-Galactonic Acid γ-Lactone,144,0.279
Soil_2,Soil,1,0.1,L-Arginine,24,0.051
Soil_2,Soil,1,0.1,L-Arginine,48,0.142
Soil_2,Soil,1,0.1,L-Arginine,144,0.408
Soil_2,Soil,1,0.1,Pyruvic Acid Methyl Ester,24,0.218
Soil_2,Soil,1,0.1,Pyruvic Acid Methyl Ester,48,0.302
Soil_2,Soil,1,0.1,Pyruvic Acid Methyl Ester,144,0.614
Soil_2,Soil,1,0.1,D-Xylose,24,0.323
Soil_2,Soil,1,0.1,D-Xylose,48,0.491
Soil_2,Soil,1,0.1,D-Xylose,144,0.954
Soil_2,Soil,1,0.1,D-Galacturonic Acid,24,0.382
Soil_2,Soil,1,0.1,D-Galacturonic Acid,48,0.443
Soil_2,Soil,1,0.1,D-Galacturonic Acid,144,0.85
Soil_2,Soil,1,0.1,L-Asparganine,24,0.344
Soil_2,Soil,1,0.1,L-Asparganine,48,0.434
Soil_2,Soil,1,0.1,L-Asparganine,144,0.986
Soil_2,Soil,1,0.1,Tween 40,24,0.121
Soil_2,Soil,1,0.1,Tween 40,48,0.153
Soil_2,Soil,1,0.1,Tween 40,144,0.532
Soil_2,Soil,1,0.1,i-Erythitol,24,0.356
Soil_2,Soil,1,0.1,i-Erythitol,48,0.381
Soil_2,Soil,1,0.1,i-Erythitol,144,0.824
Soil_2,Soil,1,0.1,2-Hydroxy Benzoic Acid,24,0.343
Soil_2,Soil,1,0.1,2-Hydroxy Benzoic Acid,48,0.342
Soil_2,Soil,1,0.1,2-Hydroxy Benzoic Acid,144,0.943
Soil_2,Soil,1,0.1,L-Phenylalanine,24,0.452
Soil_2,Soil,1,0.1,L-Phenylalanine,48,0.448
Soil_2,Soil,1,0.1,L-Phenylalanine,144,0.948
Soil_2,Soil,1,0.1,Tween 80,24,0.228
Soil_2,Soil,1,0.1,Tween 80,48,0.241
Soil_2,Soil,1,0.1,Tween 80,144,0.745
Soil_2,Soil,1,0.1,D-Mannitol,24,0.403
Soil_2,Soil,1,0.1,D-Mannitol,48,0.471
Soil_2,Soil,1,0.1,D-Mannitol,144,1.006
Soil_2,Soil,1,0.1,4-Hydroxy Benzoic Acid,24,0.564
Soil_2,Soil,1,0.1,4-Hydroxy Benzoic Acid,48,0.644
Soil_2,Soil,1,0.1,4-Hydroxy Benzoic Acid,144,0.843
Soil_2,Soil,1,0.1,L-Serine,24,0.353
Soil_2,Soil,1,0.1,L-Serine,48,0.498
Soil_2,Soil,1,0.1,L-Serine,144,1.024
Soil_2,Soil,1,0.1,α-Cyclodextrin,24,0.243
Soil_2,Soil,1,0.1,α-Cyclodextrin,48,0.272
Soil_2,Soil,1,0.1,α-Cyclodextrin,144,0.724
Soil_2,Soil,1,0.1,N-Acetyl-D-Glucosamine,24,0.404
Soil_2,Soil,1,0.1,N-Acetyl-D-Glucosamine,48,0.592
Soil_2,Soil,1,0.1,N-Acetyl-D-Glucosamine,144,0.984
Soil_2,Soil,1,0.1,γ-Hydroxybutyric Acid,24,0.537
Soil_2,Soil,1,0.1,γ-Hydroxybutyric Acid,48,0.554
Soil_2,Soil,1,0.1,γ-Hydroxybutyric Acid,144,0.96
Soil_2,Soil,1,0.1,L-Threonine,24,0.344
Soil_2,Soil,1,0.1,L-Threonine,48,0.39
Soil_2,Soil,1,0.1,L-Threonine,144,0.825
Soil_2,Soil,1,0.1,Glycogen,24,0.241
Soil_2,Soil,1,0.1,Glycogen,48,0.375
Soil_2,Soil,1,0.1,Glycogen,144,0.652
Soil_2,Soil,1,0.1,D-Glucosaminic Acid,24,0.474
Soil_2,Soil,1,0.1,D-Glucosaminic Acid,48,0.507
Soil_2,Soil,1,0.1,D-Glucosaminic Acid,144,1.036
Soil_2,Soil,1,0.1,Itaconic Acid,24,0.405
Soil_2,Soil,1,0.1,Itaconic Acid,48,0.463
Soil_2,Soil,1,0.1,Itaconic Acid,144,0.811
Soil_2,Soil,1,0.1,Glycyl-L-Glutamic Acid,24,0.292
Soil_2,Soil,1,0.1,Glycyl-L-Glutamic Acid,48,0.343
Soil_2,Soil,1,0.1,Glycyl-L-Glutamic Acid,144,0.757
Soil_2,Soil,1,0.1,D-Cellobiose,24,0.124
Soil_2,Soil,1,0.1,D-Cellobiose,48,0.289
Soil_2,Soil,1,0.1,D-Cellobiose,144,0.387
Soil_2,Soil,1,0.1,Glucose-1-Phosphate,24,0.437
Soil_2,Soil,1,0.1,Glucose-1-Phosphate,48,0.447
Soil_2,Soil,1,0.1,Glucose-1-Phosphate,144,0.817
Soil_2,Soil,1,0.1,α-Ketobutyric Acid,24,0.334
Soil_2,Soil,1,0.1,α-Ketobutyric Acid,48,0.4
Soil_2,Soil,1,0.1,α-Ketobutyric Acid,144,0.781
Soil_2,Soil,1,0.1,Phenylethylamine,24,0.446
Soil_2,Soil,1,0.1,Phenylethylamine,48,0.498
Soil_2,Soil,1,0.1,Phenylethylamine,144,0.899
Soil_2,Soil,1,0.1,α-D-Lactose,24,0.052
Soil_2,Soil,1,0.1,α-D-Lactose,48,0.072
Soil_2,Soil,1,0.1,α-D-Lactose,144,0.364
Soil_2,Soil,1,0.1,D.L -α-Glycerol Phosphate,24,0.237
Soil_2,Soil,1,0.1,D.L -α-Glycerol Phosphate,48,0.172
Soil_2,Soil,1,0.1,D.L -α-Glycerol Phosphate,144,0.252
Soil_2,Soil,1,0.1,D-Mallic Acid,24,0.218
Soil_2,Soil,1,0.1,D-Mallic Acid,48,0.274
Soil_2,Soil,1,0.1,D-Mallic Acid,144,0.456
Soil_2,Soil,1,0.1,Putrescine,24,0.277
Soil_2,Soil,1,0.1,Putrescine,48,0.342
Soil_2,Soil,1,0.1,Putrescine,144,0.467
Soil_2,Soil,2,0.001,Water,24,0
Soil_2,Soil,2,0.001,Water,48,0
Soil_2,Soil,2,0.001,Water,144,0
Soil_2,Soil,2,0.001,β-Methyl-D- Glucoside,24,0
Soil_2,Soil,2,0.001,β-Methyl-D- Glucoside,48,0.209
Soil_2,Soil,2,0.001,β-Methyl-D- Glucoside,144,1.372
Soil_2,Soil,2,0.001,D-Galactonic Acid γ-Lactone,24,0.733
Soil_2,Soil,2,0.001,D-Galactonic Acid γ-Lactone,48,1.365
Soil_2,Soil,2,0.001,D-Galactonic Acid γ-Lactone,144,1.826
Soil_2,Soil,2,0.001,L-Arginine,24,1.273
Soil_2,Soil,2,0.001,L-Arginine,48,1.988
Soil_2,Soil,2,0.001,L-Arginine,144,1.807
Soil_2,Soil,2,0.001,Pyruvic Acid Methyl Ester,24,0.932
Soil_2,Soil,2,0.001,Pyruvic Acid Methyl Ester,48,1.513
Soil_2,Soil,2,0.001,Pyruvic Acid Methyl Ester,144,2.559
Soil_2,Soil,2,0.001,D-Xylose,24,0.127
Soil_2,Soil,2,0.001,D-Xylose,48,0.264
Soil_2,Soil,2,0.001,D-Xylose,144,2.632
Soil_2,Soil,2,0.001,D-Galacturonic Acid,24,0.164
Soil_2,Soil,2,0.001,D-Galacturonic Acid,48,1.232
Soil_2,Soil,2,0.001,D-Galacturonic Acid,144,2.433
Soil_2,Soil,2,0.001,L-Asparganine,24,1.501
Soil_2,Soil,2,0.001,L-Asparganine,48,2.518
Soil_2,Soil,2,0.001,L-Asparganine,144,2.643
Soil_2,Soil,2,0.001,Tween 40,24,0.677
Soil_2,Soil,2,0.001,Tween 40,48,0.958
Soil_2,Soil,2,0.001,Tween 40,144,1.707
Soil_2,Soil,2,0.001,i-Erythitol,24,0
Soil_2,Soil,2,0.001,i-Erythitol,48,0.462
Soil_2,Soil,2,0.001,i-Erythitol,144,2.922
Soil_2,Soil,2,0.001,2-Hydroxy Benzoic Acid,24,0.153
Soil_2,Soil,2,0.001,2-Hydroxy Benzoic Acid,48,0.357
Soil_2,Soil,2,0.001,2-Hydroxy Benzoic Acid,144,1.269
Soil_2,Soil,2,0.001,L-Phenylalanine,24,0
Soil_2,Soil,2,0.001,L-Phenylalanine,48,0.157
Soil_2,Soil,2,0.001,L-Phenylalanine,144,2.503
Soil_2,Soil,2,0.001,Tween 80,24,0.631
Soil_2,Soil,2,0.001,Tween 80,48,1.014
Soil_2,Soil,2,0.001,Tween 80,144,1.951
Soil_2,Soil,2,0.001,D-Mannitol,24,0.559
Soil_2,Soil,2,0.001,D-Mannitol,48,1.58
Soil_2,Soil,2,0.001,D-Mannitol,144,2.644
Soil_2,Soil,2,0.001,4-Hydroxy Benzoic Acid,24,0.37
Soil_2,Soil,2,0.001,4-Hydroxy Benzoic Acid,48,1.115
Soil_2,Soil,2,0.001,4-Hydroxy Benzoic Acid,144,1.777
Soil_2,Soil,2,0.001,L-Serine,24,0.688
Soil_2,Soil,2,0.001,L-Serine,48,1.762
Soil_2,Soil,2,0.001,L-Serine,144,1.9
Soil_2,Soil,2,0.001,α-Cyclodextrin,24,0.326
Soil_2,Soil,2,0.001,α-Cyclodextrin,48,0.169
Soil_2,Soil,2,0.001,α-Cyclodextrin,144,0.88
Soil_2,Soil,2,0.001,N-Acetyl-D-Glucosamine,24,0.269
Soil_2,Soil,2,0.001,N-Acetyl-D-Glucosamine,48,0.79
Soil_2,Soil,2,0.001,N-Acetyl-D-Glucosamine,144,2.406
Soil_2,Soil,2,0.001,γ-Hydroxybutyric Acid,24,0.259
Soil_2,Soil,2,0.001,γ-Hydroxybutyric Acid,48,0.349
Soil_2,Soil,2,0.001,γ-Hydroxybutyric Acid,144,0.831
Soil_2,Soil,2,0.001,L-Threonine,24,0
Soil_2,Soil,2,0.001,L-Threonine,48,0.014
Soil_2,Soil,2,0.001,L-Threonine,144,2.002
Soil_2,Soil,2,0.001,Glycogen,24,0.56
Soil_2,Soil,2,0.001,Glycogen,48,0.856
Soil_2,Soil,2,0.001,Glycogen,144,1.708
Soil_2,Soil,2,0.001,D-Glucosaminic Acid,24,0
Soil_2,Soil,2,0.001,D-Glucosaminic Acid,48,0.317
Soil_2,Soil,2,0.001,D-Glucosaminic Acid,144,2.801
Soil_2,Soil,2,0.001,Itaconic Acid,24,0
Soil_2,Soil,2,0.001,Itaconic Acid,48,0
Soil_2,Soil,2,0.001,Itaconic Acid,144,2.462
Soil_2,Soil,2,0.001,Glycyl-L-Glutamic Acid,24,0.241
Soil_2,Soil,2,0.001,Glycyl-L-Glutamic Acid,48,0.968
Soil_2,Soil,2,0.001,Glycyl-L-Glutamic Acid,144,1.344
Soil_2,Soil,2,0.001,D-Cellobiose,24,0.126
Soil_2,Soil,2,0.001,D-Cellobiose,48,0.309
Soil_2,Soil,2,0.001,D-Cellobiose,144,1.526
Soil_2,Soil,2,0.001,Glucose-1-Phosphate,24,0
Soil_2,Soil,2,0.001,Glucose-1-Phosphate,48,0.445
Soil_2,Soil,2,0.001,Glucose-1-Phosphate,144,1.803
Soil_2,Soil,2,0.001,α-Ketobutyric Acid,24,0
Soil_2,Soil,2,0.001,α-Ketobutyric Acid,48,0.293
Soil_2,Soil,2,0.001,α-Ketobutyric Acid,144,2.174
Soil_2,Soil,2,0.001,Phenylethylamine,24,0.784
Soil_2,Soil,2,0.001,Phenylethylamine,48,1.58
Soil_2,Soil,2,0.001,Phenylethylamine,144,2.177
Soil_2,Soil,2,0.001,α-D-Lactose,24,0
Soil_2,Soil,2,0.001,α-D-Lactose,48,0.144
Soil_2,Soil,2,0.001,α-D-Lactose,144,1.772
Soil_2,Soil,2,0.001,D.L -α-Glycerol Phosphate,24,0.584
Soil_2,Soil,2,0.001,D.L -α-Glycerol Phosphate,48,0
Soil_2,Soil,2,0.001,D.L -α-Glycerol Phosphate,144,0.144
Soil_2,Soil,2,0.001,D-Mallic Acid,24,0.57
Soil_2,Soil,2,0.001,D-Mallic Acid,48,1.241
Soil_2,Soil,2,0.001,D-Mallic Acid,144,1.316
Soil_2,Soil,2,0.001,Putrescine,24,0.899
Soil_2,Soil,2,0.001,Putrescine,48,1.006
Soil_2,Soil,2,0.001,Putrescine,144,0.77
Soil_2,Soil,2,0.01,Water,24,0
Soil_2,Soil,2,0.01,Water,48,0
Soil_2,Soil,2,0.01,Water,144,0
Soil_2,Soil,2,0.01,β-Methyl-D- Glucoside,24,0
Soil_2,Soil,2,0.01,β-Methyl-D- Glucoside,48,0.96
Soil_2,Soil,2,0.01,β-Methyl-D- Glucoside,144,0.758
Soil_2,Soil,2,0.01,D-Galactonic Acid γ-Lactone,24,0.529
Soil_2,Soil,2,0.01,D-Galactonic Acid γ-Lactone,48,0.92
