population,topography,substrate,emergence
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,FALSE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,TRUE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,TRUE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,FALSE
redbluffs,FLAT,gypsum,TRUE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,FALSE
redbluffs,FLAT,gypsum,TRUE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,FALSE
redbluffs,FLAT,gypsum,TRUE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,TRUE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,TRUE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,TRUE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,FALSE
redbluffs,FLAT,small gravel,FALSE
redbluffs,FLAT,gypsum,TRUE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,FALSE
redbluffs,STEEP,small gravel,FALSE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,FALSE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
